timestamp,device_type,cpu,memory,battery,temp,vibration
2025-12-17 23:51:48,Android,26.447049851150645,41.17965723662849,0.4199999868869781,25.0,9.88014084518876
2025-12-17 23:51:49,Android,26.702082633216293,36.92623959641939,0.4199999868869781,25.0,9.82901908727481
2025-12-17 23:51:50,Android,27.471075540033087,40.12383193099435,0.4199999868869781,25.0,9.73350805435652
2025-12-17 23:51:51,Android,28.22953857435499,39.096842776458864,0.4199999868869781,25.0,10.030989543067234
2025-12-17 23:51:52,Android,28.865413599872127,41.195471909345436,0.4199999868869781,25.0,9.5886929362176
2025-12-17 23:51:53,Android,27.758623260489962,38.86303795874202,0.4199999868869781,25.0,9.881149083184125
2025-12-17 23:51:54,Android,30.990387910934768,40.031543369030345,0.4199999868869781,25.0,10.2886241451209
2025-12-17 23:51:55,Android,32.17924312003745,39.79880749518764,0.4199999868869781,25.0,12.458088872412384
2025-12-17 23:51:56,Android,28.512509392989116,41.211845756887016,0.4199999868869781,25.0,9.479390431544397
2025-12-17 23:51:57,Android,32.36372075588482,37.958890708940494,0.4199999868869781,25.0,12.144137398672074
2025-12-17 23:51:58,Android,42.36955185211464,39.27936647667301,0.4199999868869781,25.0,15.683758645877022
2025-12-17 23:51:59,Android,33.36310246866139,40.25432923569037,0.4199999868869781,25.0,11.539278187081203
2025-12-17 23:52:00,Android,25.025354130490097,38.39911979013489,0.4199999868869781,25.0,9.686567015598062
2025-12-17 23:52:01,Android,25.630878129082486,39.45343105314916,0.4199999868869781,25.0,7.734443566381563
2025-12-17 23:52:02,Android,26.584954453307105,40.85020952455591,0.4199999868869781,25.0,9.747823000920013
2025-12-17 23:52:03,Android,31.517230657481623,39.90525521659264,0.4199999868869781,25.0,10.981168509369539
2025-12-17 23:52:04,Android,20.60724855751452,37.59489290040656,0.4199999868869781,25.0,7.262710099985498
2025-12-17 23:52:05,Android,31.961206524836435,40.660114201755235,0.4199999868869781,25.0,9.682620719406284
2025-12-17 23:52:06,Android,39.050974432719535,40.018673383011674,0.4199999868869781,25.0,13.350845707829084
2025-12-17 23:52:07,Android,38.41304427990357,39.571299435393186,0.4199999868869781,25.0,13.260191632781215
2025-12-17 23:52:08,Android,30.244048250125033,40.714443039958205,0.4199999868869781,25.0,11.558980679487233
2025-12-17 23:52:09,Android,25.76526102408283,40.049249243430914,0.4199999868869781,25.0,7.909598292298893
2025-12-17 23:52:10,Android,28.135809948431465,40.984558320509734,0.4199999868869781,25.0,8.878344653005646
2025-12-17 23:52:11,Android,30.234722496727,40.08090530532792,0.4199999868869781,25.0,10.234494689062409
2025-12-17 23:52:12,Android,28.663322367538687,39.31941385946409,0.4199999868869781,25.0,9.063649343982739
2025-12-17 23:52:13,Android,30.179689280281952,40.82856188340193,0.4199999868869781,25.0,8.983455239426362
2025-12-17 23:52:14,Android,29.23808451903832,40.68696991070716,0.4199999868869781,25.0,9.8746664740741
2025-12-17 23:52:15,Android,29.606340824212996,38.21671868896656,0.4199999868869781,25.0,8.319714968727595
2025-12-17 23:52:16,Android,25.979548171442026,40.44871100993127,0.4199999868869781,25.0,7.8074137757982776
2025-12-17 23:52:17,Android,26.05489704930509,39.99250725957882,0.4199999868869781,25.0,6.755356610411725
2025-12-17 23:52:18,Android,17.133230672694605,41.765915124645005,0.4199999868869781,25.0,5.0011713047611135
2025-12-17 23:52:19,Android,23.01552945795127,39.80055929312577,0.4199999868869781,25.0,7.362531132388698
2025-12-17 23:52:20,Android,33.365697141884645,40.938729572335326,0.4199999868869781,25.0,10.042514616810337
2025-12-17 23:52:21,Android,31.634124731576065,39.707471828684945,0.4199999868869781,25.0,9.752529909043604
2025-12-17 23:52:22,Android,30.616691749623417,40.266800785485046,0.4199999868869781,25.0,9.822648467364475
2025-12-17 23:52:23,Android,31.02700786038106,40.835401227193756,0.4199999868869781,25.0,9.834795778228552
2025-12-17 23:52:24,Android,28.374229746025964,41.84995801285173,0.4199999868869781,25.0,9.8393201467533
2025-12-17 23:52:25,Android,30.71582531824372,39.453200425574906,0.4199999868869781,25.0,9.841433747926787
2025-12-17 23:52:26,Android,27.715203035409857,39.961791983996825,0.4199999868869781,25.0,9.841201609633567
2025-12-17 23:52:27,Android,28.03248382432094,39.99795912705966,0.4199999868869781,25.0,9.841619425854457
2025-12-17 23:52:28,Android,28.928490850713406,40.13220833604964,0.4199999868869781,25.0,9.843297043092054
2025-12-17 23:52:29,Android,27.225182790005203,39.587353783992924,0.4199999868869781,25.0,9.843488851972925
2025-12-17 23:52:30,Android,33.63139718803624,40.34776454335664,0.4199999868869781,25.0,9.84396911406113
2025-12-17 23:52:31,Android,28.38528166927899,39.96375359642153,0.4199999868869781,25.0,9.843370784777237
2025-12-17 23:52:32,Android,31.25888680680629,39.69203542194377,0.4199999868869781,25.0,9.839997720521362
2025-12-17 23:52:33,Android,28.479087729918795,39.699374846884616,0.4199999868869781,25.0,9.837338632355968
2025-12-17 23:52:34,Android,27.172422080381697,39.3294207686042,0.4199999868869781,25.0,9.842429021196166
2025-12-17 23:52:35,Android,28.773443488572212,41.809853021570575,0.4199999868869781,25.0,9.841793276643248
2025-12-17 23:52:36,Android,30.05547298046035,39.05279599357302,0.4199999868869781,25.0,9.839003397141116
2025-12-17 23:52:37,Android,30.149515953281796,40.57482604783587,0.4199999868869781,25.0,9.838056373802049
2025-12-17 23:52:38,Android,29.60007150823454,39.18872249576111,0.4199999868869781,25.0,9.837740867407057
2025-12-17 23:52:39,Android,28.394293732022184,39.884367382545406,0.4199999868869781,25.0,9.843374091936306
2025-12-17 23:52:40,Android,32.998282254057145,40.02512718369013,0.4199999868869781,25.0,9.844442386831716
2025-12-17 23:52:41,Android,26.99890317539652,39.02073968587157,0.4199999868869781,25.0,9.844480727068257
2025-12-17 23:52:42,Android,28.206104541934966,39.133786533986914,0.4199999868869781,25.0,9.838246029738238
2025-12-17 23:52:43,Android,30.78818179197908,41.45134935029681,0.4199999868869781,25.0,9.842124193750115
2025-12-17 23:52:44,Android,29.343069142852634,39.34128564676362,0.4199999868869781,25.0,9.843966653049973
2025-12-17 23:52:45,Android,30.741884668977693,40.322272860950946,0.4199999868869781,25.0,9.845767687577954
2025-12-17 23:52:46,Android,26.823888511805098,39.7775948233687,0.4199999868869781,25.0,9.845848430668896
2025-12-17 23:52:47,Android,31.60714899767804,39.04792817057573,0.4199999868869781,25.0,9.84616682877136
2025-12-17 23:52:48,Android,26.230498344186206,39.215347206707264,0.4199999868869781,25.0,9.844997611532571
2025-12-17 23:52:49,Android,27.86369154763261,39.97546814637889,0.4199999868869781,25.0,9.844920613168112
2025-12-17 23:52:50,Android,32.048398284891014,39.56363501947275,0.4199999868869781,25.0,9.840164975869643
2025-12-17 23:52:51,Android,28.994106980886556,41.525582652302504,0.4199999868869781,25.0,9.838692433624292
2025-12-17 23:52:52,Android,30.811177616547045,39.59776678833364,0.4199999868869781,25.0,9.827214247148435
2025-12-17 23:52:53,Android,28.029763089874127,39.36485430287281,0.4199999868869781,25.0,9.813366145583391
2025-12-17 23:52:54,Android,32.07862305914671,40.30948639261039,0.4199999868869781,25.0,9.824154698677573
2025-12-17 23:52:55,Android,34.7406115799038,38.45918706796789,0.4199999868869781,25.0,9.83635624291026
