time,seconds_elapsed,z,y,x
1766015508286090000,0.257090087890625,9.076387405395508,3.6311678886413574,0.7773039937019348
1766015508295696400,0.2666962890625,9.074727058410645,3.641256093978882,0.748956024646759
1766015508305303000,0.276302978515625,9.074958801269531,3.6414220333099365,0.7453569769859314
1766015508314909700,0.28590966796875,9.077075004577637,3.6333179473876953,0.7589790225028992
1766015508324516000,0.29551611328125,9.07734489440918,3.6324639320373535,0.7598299980163574
1766015508334122500,0.30512255859375,9.078095436096191,3.630366086959839,0.7608219981193542
1766015508343729200,0.314729248046875,9.079610824584961,3.6265110969543457,0.760919988155365
1766015508353335800,0.324335693359375,9.082225799560547,3.620258092880249,0.7589259743690491
1766015508362942500,0.3339423828125,9.086174011230469,3.611083984375,0.753974974155426
1766015508372548900,0.343548828125,9.091614723205566,3.5985920429229736,0.7452690005302429
1766015508382155300,0.3531552734375,9.0985689163208,3.582711935043335,0.7317469716072083
1766015508391762000,0.362761962890625,9.10697078704834,3.563478946685791,0.7128159999847412
1766015508401368300,0.372368408203125,9.116673469543457,3.5410330295562744,0.6886799931526184
1766015508410975000,0.38197509765625,9.127558708190918,3.5154449939727783,0.6599090099334717
1766015508420581600,0.39158154296875,9.139519691467285,3.4868080615997314,0.6269959807395935
1766015508430188000,0.40118798828125,9.152442932128906,3.455291986465454,0.5903800129890442
1766015508439794400,0.41079443359375,9.166223526000977,3.4210729598999023,0.5504549741744995
1766015508449401000,0.420401123046875,9.180791854858398,3.384268045425415,0.5074629783630371
1766015508459007500,0.430007568359375,9.196125984191895,3.344844102859497,0.4619770050048828
1766015508468614100,0.4396142578125,9.212183952331543,3.3029110431671143,0.4148479998111725
1766015508478220500,0.449220458984375,9.228891372680664,3.258708953857422,0.36664000153541565
1766015508487827200,0.4588271484375,9.246129989624023,3.2125871181488037,0.31746700406074524
1766015508497433600,0.46843359375,9.263856887817383,3.1646289825439453,0.26798099279403687
1766015508507040300,0.478040283203125,9.281683921813965,3.116230010986328,0.21641699969768524
1766015508516646700,0.487646728515625,9.299309730529785,3.06825590133667,0.1623069941997528
1766015508526253300,0.49725341796875,9.31643295288086,3.021406888961792,0.10639099776744843
1766015508535859700,0.506859619140625,9.332700729370117,2.976440906524658,0.04998200014233589
1766015508545466400,0.51646630859375,9.347772598266602,2.934079885482788,-0.00534099992364645
1766015508555072800,0.52607275390625,9.361413955688477,2.8949038982391357,-0.05822699889540672
1766015508564679400,0.535679443359375,9.37348747253418,2.859283924102783,-0.10755100101232529
1766015508574286000,0.5452861328125,9.383967399597168,2.827316999435425,-0.15216200053691864
1766015508583892500,0.554892578125,9.392922401428223,2.798940896987915,-0.1916009932756424
1766015508593499100,0.5644990234375,9.400472640991211,2.7740659713745117,-0.2263440042734146
1766015508603105500,0.57410546875,9.406685829162598,2.752732992172241,-0.2573550045490265
1766015508612712200,0.583712158203125,9.411614418029785,2.734952926635742,-0.2855289876461029
1766015508622318600,0.593318603515625,9.415397644042969,2.720426082611084,-0.3115290105342865
1766015508631925200,0.60292529296875,9.418130874633789,2.708993911743164,-0.33566901087760925
1766015508641532000,0.612531982421875,9.419900894165039,2.7005200386047363,-0.35796600580215454
1766015508651138300,0.62213818359375,9.42072582244873,2.6951100826263428,-0.37860700488090515
1766015508660744700,0.63174462890625,9.420618057250977,2.6928460597991943,-0.39795199036598206
