version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,moto g15,1766015508029,2025-12-17_23-51-48,America/Toronto,android,1.49.0,59220e02-2670-4644-bdb0-d795caf8a245,Accelerometer|Gravity|Gyroscope|Orientation|Battery|Battery Temp|Network|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|1000|1000|2000||10|10|10,false
