time,seconds_elapsed,z,y,x
1766015508286090000,0.257090087890625,-0.22538700699806213,-0.09016799926757812,-1.5353039503097534
1766015508295696400,0.2666962890625,-0.2076379954814911,-0.15578800439834595,-1.0554640293121338
1766015508305303000,0.276302978515625,-0.19797499477863312,-0.21740299463272095,-0.6992470026016235
1766015508314909700,0.28590966796875,-0.2461860030889511,-0.23989300429821014,-0.4887019991874695
1766015508324516000,0.29551611328125,-0.1695680022239685,-0.2068070024251938,-0.45770999789237976
1766015508334122500,0.30512255859375,-0.06018900126218796,-0.14793400466442108,-0.6405429840087891
1766015508343729200,0.314729248046875,0.008496999740600586,-0.16578899323940277,-0.8416720032691956
1766015508353335800,0.324335693359375,0.1405310034751892,-0.23485399782657623,-1.0078150033950806
1766015508362942500,0.3339423828125,0.28382301330566406,-0.28639501333236694,-1.0516730546951294
1766015508372548900,0.343548828125,0.3520109951496124,-0.3470599949359894,-1.0895830392837524
1766015508382155300,0.3531552734375,0.30671700835227966,-0.36129000782966614,-1.2562780380249023
1766015508391762000,0.362761962890625,0.2637690007686615,-0.34921199083328247,-1.35406494140625
1766015508401368300,0.372368408203125,0.21175700426101685,-0.3009819984436035,-1.2809820175170898
1766015508410975000,0.38197509765625,0.15910999476909637,-0.2741290032863617,-1.152282953262329
1766015508420581600,0.39158154296875,0.11159300059080124,-0.23517300188541412,-1.0774450302124023
1766015508430188000,0.40118798828125,0.20935599505901337,-0.1365630030632019,-1.0223820209503174
1766015508439794400,0.41079443359375,0.393189013004303,-0.03952699899673462,-0.9702000021934509
1766015508449401000,0.420401123046875,0.5574899911880493,-0.009789000265300274,-0.949862003326416
1766015508459007500,0.430007568359375,0.6641209721565247,-0.09141500294208527,-0.8109840154647827
1766015508468614100,0.4396142578125,0.7236350178718567,-0.15322500467300415,-0.606132984161377
1766015508478220500,0.449220458984375,0.7677059769630432,-0.17284299433231354,-0.5105360150337219
1766015508487827200,0.4588271484375,0.810018002986908,-0.16045600175857544,-0.5432440042495728
1766015508497433600,0.46843359375,0.8214619755744934,-0.10424400120973587,-0.6045359969139099
1766015508507040300,0.478040283203125,0.7982879877090454,-0.03390299901366234,-0.7204200029373169
1766015508516646700,0.487646728515625,0.7559080123901367,0.005669000092893839,-0.84449702501297
1766015508526253300,0.49725341796875,0.658374011516571,0.0010489999549463391,-0.8452249765396118
1766015508535859700,0.506859619140625,0.5601189732551575,-0.0034719998948276043,-0.7865039706230164
1766015508545466400,0.51646630859375,0.48309800028800964,-0.02663400024175644,-0.7113329768180847
1766015508555072800,0.52607275390625,0.4010159969329834,-0.03189300000667572,-0.5929409861564636
1766015508564679400,0.535679443359375,0.332520991563797,-0.04464099928736687,-0.4911080002784729
1766015508574286000,0.5452861328125,0.3101170063018799,-0.027960000559687614,-0.4000590145587921
1766015508583892500,0.554892578125,0.31966400146484375,-0.02568100020289421,-0.3352780044078827
1766015508593499100,0.5644990234375,0.2947640120983124,-0.005491999909281731,-0.31112799048423767
1766015508603105500,0.57410546875,0.2648569941520691,0.027543000876903534,-0.3380660116672516
1766015508612712200,0.583712158203125,0.25400400161743164,0.06041700020432472,-0.38896098732948303
1766015508622318600,0.593318603515625,0.32769298553466797,0.03598799929022789,-0.45638400316238403
1766015508631925200,0.60292529296875,0.3195280134677887,0.04510999843478203,-0.4993950128555298
1766015508641532000,0.612531982421875,0.2870649993419647,0.01869099959731102,-0.4969309866428375
1766015508651138300,0.62213818359375,0.19964599609375,-0.002228999976068735,-0.4131680130958557
1766015508660744700,0.63174462890625,0.0457720011472702,-0.00493700010702014,-0.25723499059677124
1766015508670351400,0.641351318359375,-0.09030699729919434,0.0047439998015761375,-0.15505699813365936
1766015508679958000,0.6509580078125,-0.17113099992275238,0.05326100066304207,-0.11209499835968018
1766015508689564400,0.660564453125,-0.2737259864807129,0.08948799967765808,-0.11397600173950195
1766015508699171000,0.670171142578125,-0.3881419897079468,0.06867899745702744,-0.07824999839067459
1766015508708777700,0.67977783203125,-0.4723289906978607,0.013768999837338924,-0.027847999706864357
1766015508718384000,0.689384033203125,-0.43720999360084534,0.006029999814927578,-0.03201400116086006
1766015508727990800,0.69899072265625,-0.281264990568161,0.020538000389933586,-0.05084900185465813
1766015508737597200,0.70859716796875,-0.16726399958133698,0.03383199870586395,-0.05646999925374985
1766015508747203800,0.718203857421875,-0.05296799913048744,0.00184599997010082,-0.04594799876213074
1766015508756810200,0.727810302734375,0.007703999988734722,-0.04536300152540207,-0.019133999943733215
1766015508766416600,0.737416748046875,0.05323300138115883,-0.07279600203037262,0.03384700044989586
1766015508776023300,0.747023193359375,0.047867998480796814,-0.056442998349666595,0.09980399906635284
1766015508785630000,0.7566298828125,0.08333399891853333,-0.061473000794649124,0.1405639946460724
1766015508795236400,0.766236328125,0.03486400097608566,-0.08890499919652939,0.1683170050382614
1766015508804843000,0.775843017578125,-0.08113700151443481,-0.08152599632740021,0.10209400206804276
