time,seconds_elapsed,z,y,x
1766015508286090000,0.257090087890625,0.09790000319480896,-0.27403751015663147,0.2096875011920929
1766015508295696400,0.2666962890625,0.09171249717473984,-0.34498751163482666,0.1424500048160553
1766015508305303000,0.276302978515625,0.047849997878074646,-0.42061248421669006,0.06558749824762344
1766015508314909700,0.28590966796875,-0.032862499356269836,-0.4890874922275543,-0.02241249941289425
1766015508324516000,0.29551611328125,-0.13296249508857727,-0.5366625189781189,-0.1251250058412552
1766015508334122500,0.30512255859375,-0.22220000624656677,-0.5428500175476074,-0.23017500340938568
1766015508343729200,0.314729248046875,-0.27719998359680176,-0.4731374979019165,-0.32298749685287476
1766015508353335800,0.324335693359375,-0.29672500491142273,-0.3278000056743622,-0.3950375020503998
1766015508362942500,0.3339423828125,-0.2919124960899353,-0.1629374921321869,-0.44632500410079956
1766015508372548900,0.343548828125,-0.2820124924182892,-0.007699999958276749,-0.47808748483657837
1766015508382155300,0.3531552734375,-0.27348750829696655,0.11811249703168869,-0.4890874922275543
1766015508391762000,0.362761962890625,-0.2539624869823456,0.19139999151229858,-0.4890874922275543
1766015508401368300,0.372368408203125,-0.22948749363422394,0.20239999890327454,-0.4867500066757202
1766015508410975000,0.38197509765625,-0.21972499787807465,0.16568750143051147,-0.4890874922275543
1766015508420581600,0.39158154296875,-0.21738749742507935,0.10958749800920486,-0.4940375089645386
1766015508430188000,0.40118798828125,-0.21615000069141388,0.06187500059604645,-0.4940375089645386
1766015508439794400,0.41079443359375,-0.2124374955892563,0.027637500315904617,-0.4768500030040741
1766015508449401000,0.420401123046875,-0.2063875049352646,0.004537499975413084,-0.4402749836444855
1766015508459007500,0.430007568359375,-0.1989624947309494,-0.02241249941289425,-0.38403749465942383
1766015508468614100,0.4396142578125,-0.202674999833107,-0.07493750005960464,-0.3180375099182129
1766015508478220500,0.449220458984375,-0.2209624946117401,-0.13722500205039978,-0.25093749165534973
1766015508487827200,0.4588271484375,-0.24543750286102295,-0.18369999527931213,-0.17874999344348907
1766015508497433600,0.46843359375,-0.26372501254081726,-0.20679999887943268,-0.10188750177621841
1766015508507040300,0.478040283203125,-0.27101248502731323,-0.20803749561309814,-0.02969999983906746
1766015508516646700,0.487646728515625,-0.26496249437332153,-0.20803749561309814,0.03492499887943268
1766015508526253300,0.49725341796875,-0.24791249632835388,-0.21546250581741333,0.08868750184774399
1766015508535859700,0.506859619140625,-0.2246749997138977,-0.23622499406337738,0.12787500023841858
1766015508545466400,0.51646630859375,-0.20143750309944153,-0.2679874897003174,0.1461624950170517
1766015508555072800,0.52607275390625,-0.18067499995231628,-0.29727500677108765,0.14739999175071716
1766015508564679400,0.535679443359375,-0.1574375033378601,-0.30098751187324524,0.13763749599456787
1766015508574286000,0.5452861328125,-0.1293874979019165,-0.2569875121116638,0.12911249697208405
1766015508583892500,0.554892578125,-0.1036750003695488,-0.1812250018119812,0.12168750166893005
1766015508593499100,0.5644990234375,-0.08291249722242355,-0.10546249896287918,0.11687500029802322
1766015508603105500,0.57410546875,-0.07067500054836273,-0.03698749840259552,0.11563749611377716
1766015508612712200,0.583712158203125,-0.062150001525878906,0.017875000834465027,0.11811249703168869
1766015508622318600,0.593318603515625,-0.05967500060796738,0.027637500315904617,0.11687500029802322
1766015508631925200,0.60292529296875,-0.05115000158548355,-0.012649999931454659,0.11563749611377716
